model,n_per_class,seed,n_train_rows,n_test_rows,overall_accuracy,balanced_accuracy,box_accuracy,can_accuracy,mug_accuracy,bottle_accuracy,bowl_accuracy
svm_rbf,10,10046,50,338,0.636094674556213,0.690166525341783,0.4342857142857143,0.9690721649484536,0.9444444444444444,0.6363636363636364,0.4666666666666667
knn,10,10047,50,330,0.7727272727272727,0.7151139602275395,0.6521739130434783,0.975609756097561,0.3684210526315789,0.7222222222222222,0.8571428571428571
svm_linear,10,10047,50,330,0.7090909090909091,0.5690276415676874,0.6304347826086957,1.0,0.42105263157894735,0.2222222222222222,0.5714285714285714
svm_rbf,10,10047,50,330,0.706060606060606,0.6252177811088343,0.5869565217391305,0.959349593495935,0.42105263157894735,0.4444444444444444,0.7142857142857143
knn,10,10048,50,274,0.6459854014598541,0.6212459478505991,0.46,0.961038961038961,0.3939393939393939,0.7674418604651163,0.5238095238095238
svm_linear,10,10048,50,274,0.6970802919708029,0.6630522500755058,0.53,0.974025974025974,0.5454545454545454,0.8372093023255814,0.42857142857142855
svm_rbf,10,10048,50,274,0.6204379562043796,0.6049306352562167,0.36,1.0,0.5151515151515151,0.7209302325581395,0.42857142857142855
knn,10,10049,50,358,0.7122905027932961,0.6936872098799662,0.4496124031007752,0.984,0.5151515151515151,0.819672131147541,0.7
svm_linear,10,10049,50,358,0.7793296089385475,0.7442347624163865,0.5581395348837209,0.976,0.8181818181818182,0.8688524590163934,0.5
svm_rbf,10,10049,50,358,0.7905027932960894,0.745400247230213,0.5891472868217055,1.0,0.8181818181818182,0.819672131147541,0.5
knn,10,10050,50,322,0.6366459627329193,0.6654202847185303,0.5263157894736842,0.9876543209876543,0.3055555555555556,0.5909090909090909,0.9166666666666666
svm_linear,10,10050,50,322,0.5186335403726708,0.6585120207927225,0.23391812865497075,0.9753086419753086,0.75,0.5,0.8333333333333334
svm_rbf,10,10050,50,322,0.531055900621118,0.5854066985645934,0.2982456140350877,1.0,0.5833333333333334,0.5454545454545454,0.5
knn,10,10051,50,276,0.6557971014492754,0.5482882700250867,0.5789473684210527,0.9850746268656716,0.0,0.6774193548387096,0.5
svm_linear,10,10051,50,276,0.7427536231884058,0.6186999757458163,0.7236842105263158,1.0,0.5714285714285714,0.5483870967741935,0.25
svm_rbf,10,10051,50,276,0.7246376811594203,0.5606152477969115,0.7105263157894737,1.0,0.42857142857142855,0.5806451612903226,0.08333333333333333
knn,10,10052,50,374,0.660427807486631,0.5894886363636364,0.515625,1.0,0.18181818181818182,0.75,0.5
svm_linear,10,10052,50,374,0.6631016042780749,0.710189393939394,0.4479166666666667,1.0,0.6363636363636364,0.8,0.6666666666666666
svm_rbf,10,10052,50,374,0.6336898395721925,0.5956439393939394,0.4479166666666667,1.0,0.36363636363636365,0.75,0.4166666666666667
knn,10,10053,50,355,0.8056338028169014,0.6780528774556235,0.7264957264957265,0.9927536231884058,0.64,0.7678571428571429,0.2631578947368421
svm_linear,10,10053,50,355,0.7126760563380282,0.6738494200942713,0.5299145299145299,0.9927536231884058,0.84,0.375,0.631578947368421
svm_rbf,10,10053,50,355,0.7605633802816901,0.6579490923518383,0.6581196581196581,0.9927536231884058,0.84,0.5357142857142857,0.2631578947368421
knn,10,10054,50,292,0.6164383561643836,0.595124598334317,0.5769230769230769,0.975,0.5217391304347826,0.6666666666666666,0.23529411764705882
svm_linear,10,10054,50,292,0.5821917808219178,0.689652951481596,0.45604395604395603,0.975,0.6956521739130435,0.7333333333333333,0.5882352941176471
svm_rbf,10,10054,50,292,0.5582191780821918,0.6140084595711195,0.46153846153846156,0.975,0.5217391304347826,0.7,0.4117647058823529
knn,10,10055,50,364,0.7884615384615384,0.692028677710417,0.7931034482758621,1.0,0.3333333333333333,0.7021276595744681,0.631578947368421
svm_linear,10,10055,50,364,0.760989010989011,0.6679863720478464,0.696551724137931,1.0,0.6153846153846154,0.6595744680851063,0.3684210526315789
svm_rbf,10,10055,50,364,0.7664835164835165,0.6846465336545269,0.7379310344827587,1.0,0.2564102564102564,0.7446808510638298,0.6842105263157895
knn,10,10056,50,315,0.765079365079365,0.5829430132708822,0.6885245901639344,1.0,0.5,0.39285714285714285,0.3333333333333333
svm_linear,10,10056,50,315,0.8158730158730159,0.7905582577713726,0.6475409836065574,1.0,0.8846153846153846,0.6428571428571429,0.7777777777777778
svm_rbf,10,10056,50,315,0.7619047619047619,0.7155977901879541,0.639344262295082,0.9230769230769231,0.8846153846153846,0.4642857142857143,0.6666666666666666
knn,10,10057,50,284,0.5704225352112676,0.5355644755937843,0.43410852713178294,0.9726027397260274,0.37777777777777777,0.56,0.3333333333333333
svm_linear,10,10057,50,284,0.6936619718309859,0.6002428940568475,0.6356589147286822,1.0,0.5555555555555556,0.56,0.25
svm_rbf,10,10057,50,284,0.7183098591549296,0.6583138295989522,0.6434108527131783,0.9726027397260274,0.6222222222222222,0.72,0.3333333333333333
knn,10,10058,50,293,0.7372013651877133,0.7797805991758547,0.5833333333333334,0.9863013698630136,1.0,0.8292682926829268,0.5
svm_linear,10,10058,50,293,0.6655290102389079,0.6094591901801371,0.6319444444444444,1.0,0.6470588235294118,0.2682926829268293,0.5
svm_rbf,10,10058,50,293,0.7167235494880546,0.6733823365630917,0.6666666666666666,0.9726027397260274,1.0,0.5609756097560976,0.16666666666666666
knn,10,10059,50,284,0.7922535211267606,0.6990263157894737,0.8125,0.97,0.68,0.5526315789473685,0.48
svm_linear,10,10059,50,284,0.7535211267605634,0.6665701754385964,0.7291666666666666,0.97,0.6,0.47368421052631576,0.56
svm_rbf,10,10059,50,284,0.6901408450704225,0.6272192982456141,0.5208333333333334,0.97,0.64,0.6052631578947368,0.4
knn,10,10060,50,314,0.7101910828025477,0.6862251759391036,0.5899280575539568,1.0,0.5517241379310345,0.6052631578947368,0.6842105263157895
svm_linear,10,10060,50,314,0.6847133757961783,0.728733891289872,0.4676258992805755,1.0,0.9655172413793104,0.5263157894736842,0.6842105263157895
svm_rbf,10,10060,50,314,0.6560509554140127,0.6917625246445311,0.43884892086330934,1.0,0.8620689655172413,0.47368421052631576,0.6842105263157895
knn,10,10061,50,351,0.6723646723646723,0.6275046142488003,0.5406976744186046,0.9333333333333333,0.26666666666666666,0.7857142857142857,0.6111111111111112
svm_linear,10,10061,50,351,0.6239316239316239,0.6231543004798819,0.47093023255813954,0.9666666666666667,0.5333333333333333,0.5892857142857143,0.5555555555555556
svm_rbf,10,10061,50,351,0.5698005698005698,0.557045035068291,0.3372093023255814,0.9444444444444444,0.2,0.8035714285714286,0.5
